nichi,group_mise,group_item,target
20180706,Y,B,22
20180706,Y,C,64
20180706,Y,D,7
20180706,Y,E,21
20180706,Z,A,93
20180706,Z,B,27
20180706,Z,C,39
20180706,Z,D,15
20180706,Z,E,29
20180709,X,A,191
20180709,X,B,70
20180709,X,C,26
20180709,X,E,36
20180709,Y,A,193
20180709,Y,B,25
20180709,Y,C,84
20180709,Y,D,11
20180709,Y,E,21
20180709,Z,A,144
20180709,Z,B,25
20180709,Z,C,52
20180709,Z,D,11
20180709,Z,E,30
20180710,X,A,208
20180710,X,B,26
20180710,X,C,31
20180710,X,D,5
20180710,X,E,24
20180710,Y,A,187
20180710,Y,B,37
20180710,Y,C,124
20180710,Y,D,10
20180710,Y,E,12
20180710,Z,A,145
20180710,Z,B,27
20180710,Z,C,68
20180710,Z,D,13
20180710,Z,E,23
20180711,X,A,203
20180711,X,B,23
20180711,X,C,35
20180711,X,D,4
20180711,X,E,24
20180711,Y,A,228
20180711,Y,B,36
20180711,Y,C,106
20180711,Y,D,8
20180711,Y,E,5
20180711,Z,A,150
20180711,Z,B,40
20180711,Z,C,62
20180711,Z,D,10
20180711,Z,E,23
20180712,X,A,185
20180712,X,B,19
20180712,X,C,31
20180712,X,D,5
20180712,X,E,26
20180712,Y,A,209
20180712,Y,B,29
20180712,Y,C,100
20180712,Y,D,7
20180712,Y,E,7
20180712,Z,A,140
20180712,Z,B,19
20180712,Z,C,66
20180712,Z,D,10
20180712,Z,E,31
20180713,X,A,187
20180713,X,B,29
20180713,X,C,60
20180713,X,E,20
20180713,Y,A,199
20180713,Y,B,22
20180713,Y,C,144
20180713,Y,D,4
20180713,Y,E,12
20180713,Z,A,122
20180713,Z,B,30
20180713,Z,C,90
20180713,Z,D,6
20180713,Z,E,19
20180717,X,A,222
20180717,X,B,25
20180717,X,C,67
20180717,X,D,4
20180717,X,E,23
20180717,Y,A,250
20180717,Y,B,17
20180717,Y,C,148
20180717,Y,D,5
20180717,Y,E,6
20180717,Z,A,137
20180717,Z,B,46
20180717,Z,C,88
20180717,Z,D,11
20180717,Z,E,27
20180718,X,A,228
20180718,X,B,37
20180718,X,C,63
20180718,X,E,21
20180718,Y,A,255
20180718,Y,B,47
20180718,Y,C,162
20180718,Y,D,7
20180718,Y,E,10
20180718,Z,A,120
20180718,Z,B,29
20180718,Z,C,77
20180718,Z,D,11
20180718,Z,E,26
20180719,X,A,217
20180719,X,B,43
20180719,X,C,49
20180719,X,D,2
20180719,X,E,21
20180719,Y,A,218
20180719,Y,B,40
20180719,Y,C,112
20180719,Y,D,6
20180719,Y,E,6
20180719,Z,A,91
20180719,Z,B,27
20180719,Z,C,69
20180719,Z,D,8
20180719,Z,E,23
20180720,X,A,204
20180720,X,B,86
20180720,X,C,39
20180720,X,D,3
20180720,X,E,11
20180720,Y,A,192
20180720,Y,B,43
20180720,Y,C,112
20180720,Y,D,7
20180720,Y,E,7
20180720,Z,A,79
20180720,Z,B,32
20180720,Z,C,64
20180720,Z,D,9
20180720,Z,E,13
20180723,X,A,230
20180723,X,B,27
20180723,X,C,52
20180723,X,D,3
20180723,X,E,14
20180723,Y,A,211
20180723,Y,B,41
20180723,Y,C,111
20180723,Y,D,7
20180723,Y,E,7
20180723,Z,A,93
20180723,Z,B,18
20180723,Z,C,79
20180723,Z,D,8
20180723,Z,E,23
20180724,X,A,230
20180724,X,B,31
20180724,X,C,49
20180724,X,D,4
20180724,X,E,23
20180724,Y,A,219
20180724,Y,B,42
20180724,Y,C,101
20180724,Y,D,6
20180724,Y,E,5
20180724,Z,A,101
20180724,Z,B,26
20180724,Z,C,59
20180724,Z,D,14
20180724,Z,E,17
20180725,X,A,225
20180725,X,B,27
20180725,X,C,32
20180725,X,D,2
20180725,X,E,15
20180725,Y,A,179
20180725,Y,B,44
20180725,Y,C,90
20180725,Y,D,8
20180725,Y,E,4
20180725,Z,A,126
20180725,Z,B,23
20180725,Z,C,66
20180725,Z,D,9
20180725,Z,E,18
20180726,X,A,200
20180726,X,B,26
20180726,X,C,40
20180726,X,D,6
20180726,X,E,21
20180726,Y,A,180
20180726,Y,B,23
20180726,Y,C,88
20180726,Y,D,6
20180726,Y,E,6
20180726,Z,A,195
20180726,Z,B,17
20180726,Z,C,58
20180726,Z,D,9
20180726,Z,E,15
20180727,X,A,202
20180727,X,B,66
20180727,X,C,34
20180727,X,D,4
20180727,X,E,18
20180727,Y,A,155
20180727,Y,B,49
20180727,Y,C,75
20180727,Y,D,12
20180727,Y,E,10
20180727,Z,A,75
20180727,Z,B,16
20180727,Z,C,61
20180727,Z,D,12
20180727,Z,E,13
20180730,X,A,191
20180730,X,B,21
20180730,X,C,43
20180730,X,D,2
20180730,X,E,20
20180730,Y,A,197
20180730,Y,B,17
20180730,Y,C,86
20180730,Y,D,2
20180730,Y,E,11
20180730,Z,A,100
20180730,Z,B,23
20180730,Z,C,64
20180730,Z,D,1
20180730,Z,E,20
20180731,X,A,218
20180731,X,B,27
20180731,X,C,45
20180731,X,D,6
20180731,X,E,19
20180731,Y,A,216
20180731,Y,B,45
20180731,Y,C,114
20180731,Y,D,13
20180731,Y,E,6
20180731,Z,A,99
20180731,Z,B,21
20180731,Z,C,60
20180731,Z,D,19
20180731,Z,E,17
20180801,X,A,269
20180801,X,B,36
20180801,X,C,46
20180801,X,D,6
20180801,X,E,16
20180801,Y,A,227
20180801,Y,B,71
20180801,Y,C,100
20180801,Y,D,8
20180801,Y,E,7
20180801,Z,A,149
20180801,Z,B,25
20180801,Z,C,69
20180801,Z,D,13
20180801,Z,E,21
20180802,X,A,219
20180802,X,B,32
20180802,X,C,36
20180802,X,D,3
20180802,X,E,14
20180802,Y,A,225
20180802,Y,B,40
20180802,Y,C,110
20180802,Y,D,1
20180802,Y,E,2
20180802,Z,A,107
20180802,Z,B,29
20180802,Z,C,61
20180802,Z,D,8
20180802,Z,E,17
20180803,X,A,205
20180803,X,B,34
20180803,X,C,38
20180803,X,D,3
20180803,X,E,10
20180803,Y,A,211
20180803,Y,B,55
20180803,Y,C,109
20180803,Y,D,7
20180803,Y,E,4
20180803,Z,A,116
20180803,Z,B,24
20180803,Z,C,69
20180803,Z,D,5
20180803,Z,E,18
20180806,X,A,210
20180806,X,B,25
20180806,X,C,33
20180806,X,D,4
20180806,X,E,13
20180806,Y,A,220
20180806,Y,B,31
20180806,Y,C,94
20180806,Y,D,6
20180806,Y,E,6
20180806,Z,A,128
20180806,Z,B,24
20180806,Z,C,69
20180806,Z,D,7
20180806,Z,E,24
20180807,X,A,212
20180807,X,B,23
20180807,X,C,26
20180807,X,D,7
20180807,X,E,27
20180807,Y,A,151
20180807,Y,B,11
20180807,Y,C,52
20180807,Y,D,11
20180807,Y,E,11
20180807,Z,A,119
20180807,Z,B,57
20180807,Z,C,52
20180807,Z,D,13
20180807,Z,E,29
20180808,X,A,183
20180808,X,B,15
20180808,X,C,24
20180808,X,D,16
20180808,X,E,24
20180808,Y,A,120
20180808,Y,B,11
20180808,Y,C,63
20180808,Y,D,10
20180808,Y,E,15
20180808,Z,A,97
20180808,Z,B,17
20180808,Z,C,50
20180808,Z,D,17
20180808,Z,E,26
20180809,X,A,201
20180809,X,B,26
20180809,X,C,31
20180809,X,D,9
20180809,X,E,19
20180809,Y,A,183
20180809,Y,B,20
20180809,Y,C,65
20180809,Y,D,12
20180809,Y,E,10
20180809,Z,A,102
20180809,Z,B,24
20180809,Z,C,36
20180809,Z,D,15
20180809,Z,E,17
20180810,X,A,201
20180810,X,B,35
20180810,X,C,26
20180810,X,D,5
20180810,X,E,15
20180810,Y,A,194
20180810,Y,B,43
20180810,Y,C,77
20180810,Y,D,3
20180810,Y,E,11
20180810,Z,A,114
20180810,Z,B,41
20180810,Z,C,53
20180810,Z,D,12
20180810,Z,E,19
20180813,X,A,161
20180813,X,B,27
20180813,X,C,26
20180813,X,D,7
20180813,X,E,12
20180813,Y,A,135
20180813,Y,B,22
20180813,Y,C,85
20180813,Y,D,13
20180813,Y,E,4
20180813,Z,A,94
20180813,Z,B,17
20180813,Z,C,61
20180813,Z,D,15
20180813,Z,E,25
20180814,X,A,190
20180814,X,B,32
20180814,X,C,33
20180814,X,D,10
20180814,X,E,14
20180814,Y,A,139
20180814,Y,B,44
20180814,Y,C,96
20180814,Y,D,18
20180814,Y,E,6
20180814,Z,A,81
20180814,Z,B,24
20180814,Z,C,71
20180814,Z,D,18
20180814,Z,E,21
20180815,X,A,205
20180815,X,B,25
20180815,X,C,24
20180815,X,D,13
20180815,X,E,12
20180815,Y,A,142
20180815,Y,B,31
20180815,Y,C,68
20180815,Y,D,7
20180815,Y,E,1
20180815,Z,A,99
20180815,Z,B,23
20180815,Z,C,57
20180815,Z,D,16
20180815,Z,E,12
20180816,X,A,206
20180816,X,B,31
20180816,X,C,25
20180816,X,D,9
20180816,X,E,15
20180816,Y,A,127
20180816,Y,B,28
20180816,Y,C,64
20180816,Y,D,12
20180816,Y,E,12
20180816,Z,A,92
20180816,Z,B,30
20180816,Z,C,67
20180816,Z,D,8
20180816,Z,E,18
20180817,X,A,182
20180817,X,B,21
20180817,X,C,20
20180817,X,D,9
20180817,X,E,8
20180817,Y,A,151
20180817,Y,B,20
20180817,Y,C,57
20180817,Y,D,4
20180817,Y,E,7
20180817,Z,A,91
20180817,Z,B,25
20180817,Z,C,36
20180817,Z,D,10
20180817,Z,E,11
20180820,X,A,190
20180820,X,B,21
20180820,X,C,24
20180820,X,D,14
20180820,X,E,25
20180820,Y,A,187
20180820,Y,B,11
20180820,Y,C,69
20180820,Y,D,13
20180820,Y,E,15
20180820,Z,A,97
20180820,Z,B,13
20180820,Z,C,46
20180820,Z,D,20
20180820,Z,E,33
20180821,X,A,188
20180821,X,B,30
20180821,X,C,35
20180821,X,D,9
20180821,X,E,20
20180821,Y,A,193
20180821,Y,B,28
20180821,Y,C,78
20180821,Y,D,18
20180821,Y,E,9
20180821,Z,A,89
20180821,Z,B,20
20180821,Z,C,37
20180821,Z,D,21
20180821,Z,E,19
20180822,X,A,192
20180822,X,B,26
20180822,X,C,25
20180822,X,D,13
20180822,X,E,19
20180822,Y,A,183
20180822,Y,B,27
20180822,Y,C,61
20180822,Y,D,18
20180822,Y,E,6
20180822,Z,A,83
20180822,Z,B,21
20180822,Z,C,43
20180822,Z,D,28
20180822,Z,E,22
20180823,X,A,177
20180823,X,B,22
20180823,X,C,26
20180823,X,D,19
20180823,X,E,17
20180823,Y,A,165
20180823,Y,B,21
20180823,Y,C,68
20180823,Y,D,20
20180823,Y,E,9
20180823,Z,A,85
20180823,Z,B,24
20180823,Z,C,49
20180823,Z,D,32
20180823,Z,E,13
20180824,X,A,156
20180824,X,B,22
20180824,X,C,27
20180824,X,D,23
20180824,X,E,11
20180824,Y,A,139
20180824,Y,B,18
20180824,Y,C,70
20180824,Y,D,33
20180824,Y,E,5
20180824,Z,A,86
20180824,Z,B,20
20180824,Z,C,30
20180824,Z,D,29
20180824,Z,E,20
20180827,X,A,187
20180827,X,B,29
20180827,X,C,29
20180827,X,D,15
20180827,X,E,15
20180827,Y,A,193
20180827,Y,B,31
20180827,Y,C,70
20180827,Y,D,24
20180827,Y,E,10
20180827,Z,A,108
20180827,Z,B,18
20180827,Z,C,53
20180827,Z,D,23
20180827,Z,E,22
20180828,X,A,185
20180828,X,B,16
20180828,X,C,23
20180828,X,D,14
20180828,X,E,21
20180828,Y,A,180
20180828,Y,B,22
20180828,Y,C,69
20180828,Y,D,18
20180828,Y,E,11
20180828,Z,A,98
20180828,Z,B,12
20180828,Z,C,48
20180828,Z,D,22
20180828,Z,E,23
20180829,X,A,182
20180829,X,B,28
20180829,X,C,26
20180829,X,D,13
20180829,X,E,16
20180829,Y,A,168
20180829,Y,B,21
20180829,Y,C,63
20180829,Y,D,22
20180829,Y,E,9
20180829,Z,A,88
20180829,Z,B,29
20180829,Z,C,47
20180829,Z,D,14
20180829,Z,E,25
20180830,X,A,181
20180830,X,B,24
20180830,X,C,30
20180830,X,D,11
20180830,X,E,19
20180830,Y,A,169
20180830,Y,B,22
20180830,Y,C,73
20180830,Y,D,22
20180830,Y,E,7
20180830,Z,A,102
20180830,Z,B,13
20180830,Z,C,46
20180830,Z,D,23
20180830,Z,E,16
20180831,X,A,180
20180831,X,B,30
20180831,X,C,30
20180831,X,D,14
20180831,X,E,11
20180831,Y,A,177
20180831,Y,B,29
20180831,Y,C,84
20180831,Y,D,22
20180831,Y,E,9
20180831,Z,A,92
20180831,Z,B,15
20180831,Z,C,46
20180831,Z,D,13
20180831,Z,E,19
20180903,X,A,179
20180903,X,B,19
20180903,X,C,20
20180903,X,D,11
20180903,X,E,26
20180903,Y,A,169
20180903,Y,B,12
20180903,Y,C,59
20180903,Y,D,17
20180903,Y,E,13
20180903,Z,A,111
20180903,Z,B,10
20180903,Z,C,43
20180903,Z,D,21
20180903,Z,E,39
20180904,X,A,164
20180904,X,B,15
20180904,X,C,22
20180904,X,D,11
20180904,X,E,32
20180904,Y,A,133
20180904,Y,B,9
20180904,Y,C,41
20180904,Y,D,22
20180904,Y,E,7
20180904,Z,A,86
20180904,Z,B,10
20180904,Z,C,27
20180904,Z,D,33
20180904,Z,E,38
20180905,X,A,173
20180905,X,B,30
20180905,X,C,22
20180905,X,D,10
20180905,X,E,19
20180905,Y,A,175
20180905,Y,B,15
20180905,Y,C,53
20180905,Y,D,19
20180905,Y,E,11
20180905,Z,A,101
20180905,Z,B,18
20180905,Z,C,42
20180905,Z,D,27
20180905,Z,E,31
20180906,X,A,184
20180906,X,B,21
20180906,X,C,23
20180906,X,D,5
20180906,X,E,26
20180906,Y,A,159
20180906,Y,B,25
20180906,Y,C,61
20180906,Y,D,19
20180906,Y,E,11
20180906,Z,A,94
20180906,Z,B,20
20180906,Z,C,35
20180906,Z,D,19
20180906,Z,E,28
20180907,X,A,163
20180907,X,B,29
20180907,X,C,23
20180907,X,D,13
20180907,X,E,22
20180907,Y,A,166
20180907,Y,B,15
20180907,Y,C,44
20180907,Y,D,17
20180907,Y,E,12
20180907,Z,A,91
20180907,Z,B,13
20180907,Z,C,31
20180907,Z,D,21
20180907,Z,E,33
20180910,X,A,199
20180910,X,B,21
20180910,X,C,23
20180910,X,D,12
20180910,X,E,28
20180910,Y,A,183
20180910,Y,B,30
20180910,Y,C,50
20180910,Y,D,17
20180910,Y,E,15
20180910,Z,A,109
20180910,Z,B,8
20180910,Z,C,41
20180910,Z,D,33
20180910,Z,E,44
20180911,X,A,177
20180911,X,B,24
20180911,X,C,16
20180911,X,D,16
20180911,X,E,40
20180911,Y,A,159
20180911,Y,B,13
20180911,Y,C,35
20180911,Y,D,21
20180911,Y,E,15
20180911,Z,A,91
20180911,Z,B,7
20180911,Z,C,36
20180911,Z,D,20
20180911,Z,E,39
20180912,X,A,165
20180912,X,B,22
20180912,X,C,17
20180912,X,D,17
20180912,X,E,38
20180912,Y,A,172
20180912,Y,B,16
20180912,Y,C,29
20180912,Y,D,20
20180912,Y,E,25
20180912,Z,A,92
20180912,Z,B,8
20180912,Z,C,28
20180912,Z,D,35
20180912,Z,E,47
20180913,X,A,164
20180913,X,B,24
20180913,X,C,16
20180913,X,D,23
20180913,X,E,48
20180913,Y,A,151
20180913,Y,B,5
20180913,Y,C,37
20180913,Y,D,29
20180913,Y,E,18
20180913,Z,A,94
20180913,Z,B,7
20180913,Z,C,34
20180913,Z,D,34
20180913,Z,E,42
20180914,X,A,158
20180914,X,B,23
20180914,X,C,19
20180914,X,D,18
20180914,X,E,50
20180914,Y,A,135
20180914,Y,B,10
20180914,Y,C,30
20180914,Y,D,25
20180914,Y,E,19
20180914,Z,A,99
20180914,Z,B,11
20180914,Z,C,25
20180914,Z,D,29
20180914,Z,E,39
20180918,X,A,173
20180918,X,B,10
20180918,X,C,14
20180918,X,D,10
20180918,X,E,51
20180918,Y,A,166
20180918,Y,B,18
20180918,Y,C,37
20180918,Y,D,19
20180918,Y,E,21
20180918,Z,A,112
20180918,Z,B,8
20180918,Z,C,30
20180918,Z,D,27
20180918,Z,E,41
20180919,X,A,195
20180919,X,B,28
20180919,X,C,22
20180919,X,D,8
20180919,X,E,44
20180919,Y,A,141
20180919,Y,B,23
20180919,Y,C,36
20180919,Y,D,19
20180919,Y,E,18
20180919,Z,A,96
20180919,Z,B,9
20180919,Z,C,28
20180919,Z,D,35
20180919,Z,E,40
20180920,X,A,173
20180920,X,B,24
20180920,X,C,11
20180920,X,D,17
20180920,X,E,50
20180920,Y,A,133
20180920,Y,B,4
20180920,Y,C,32
20180920,Y,D,21
20180920,Y,E,24
20180920,Z,A,95
20180920,Z,B,26
20180920,Z,C,32
20180920,Z,D,30
20180920,Z,E,39
20180921,X,A,159
20180921,X,B,27
20180921,X,C,16
20180921,X,D,8
20180921,X,E,76
20180921,Y,A,105
20180921,Y,B,11
20180921,Y,C,22
20180921,Y,D,22
20180921,Y,E,38
20180921,Z,A,95
20180921,Z,B,8
20180921,Z,C,24
20180921,Z,D,30
20180921,Z,E,58
20180925,X,A,204
20180925,X,B,14
20180925,X,C,9
20180925,X,D,24
20180925,X,E,63
20180925,Y,A,163
20180925,Y,B,1
20180925,Y,C,11
20180925,Y,D,38
20180925,Y,E,36
20180925,Z,A,100
20180925,Z,B,10
20180925,Z,C,17
20180925,Z,D,42
20180925,Z,E,49
20180926,X,A,174
20180926,X,B,18
20180926,X,C,9
20180926,X,D,26
20180926,X,E,76
20180926,Y,A,157
20180926,Y,B,4
20180926,Y,C,14
20180926,Y,D,41
20180926,Y,E,51
20180926,Z,A,100
20180926,Z,B,3
20180926,Z,C,16
20180926,Z,D,36
20180926,Z,E,54
20180927,X,A,155
20180927,X,B,22
20180927,X,C,8
20180927,X,D,25
20180927,X,E,99
20180927,Y,A,126
20180927,Y,B,11
20180927,Y,C,12
20180927,Y,D,41
20180927,Y,E,74
20180927,Z,A,90
20180927,Z,B,27
20180927,Z,C,19
20180927,Z,D,42
20180927,Z,E,61
20180928,X,A,165
20180928,X,B,30
20180928,X,C,6
20180928,X,D,16
20180928,X,E,58
20180928,Y,A,149
20180928,Y,B,23
20180928,Y,C,16
20180928,Y,D,27
20180928,Y,E,42
20180928,Z,A,109
20180928,Z,B,20
20180928,Z,C,23
20180928,Z,D,26
20180928,Z,E,62
20181001,X,A,210
20181001,X,B,16
20181001,X,C,12
20181001,X,D,14
20181001,X,E,66
20181001,Y,A,179
20181001,Y,B,22
20181001,Y,C,32
20181001,Y,D,43
20181001,Y,E,32
20181001,Z,A,119
20181001,Z,B,16
20181001,Z,C,32
20181001,Z,D,38
20181001,Z,E,49
20181002,X,A,163
20181002,X,B,15
20181002,X,C,13
20181002,X,D,21
20181002,X,E,62
20181002,Y,A,174
20181002,Y,B,11
20181002,Y,C,18
20181002,Y,D,45
20181002,Y,E,27
20181002,Z,A,110
20181002,Z,B,18
20181002,Z,C,18
20181002,Z,D,40
20181002,Z,E,46
20181003,X,A,194
20181003,X,B,19
20181003,X,C,7
20181003,X,D,13
20181003,X,E,75
20181003,Y,A,166
20181003,Y,B,10
20181003,Y,C,19
20181003,Y,D,39
20181003,Y,E,47
20181003,Z,A,94
20181003,Z,B,14
20181003,Z,C,18
20181003,Z,D,32
20181003,Z,E,68
20181004,X,A,186
20181004,X,B,17
20181004,X,C,10
20181004,X,D,20
20181004,X,E,88
20181004,Y,A,161
20181004,Y,B,11
20181004,Y,C,17
20181004,Y,D,40
20181004,Y,E,50
20181004,Z,A,105
20181004,Z,B,12
20181004,Z,C,23
20181004,Z,D,48
20181004,Z,E,76
20181005,X,A,154
20181005,X,B,16
20181005,X,C,8
20181005,X,D,16
20181005,X,E,86
20181005,Y,A,130
20181005,Y,B,12
20181005,Y,C,7
20181005,Y,D,43
20181005,Y,E,50
20181005,Z,A,82
20181005,Z,B,12
20181005,Z,C,9
20181005,Z,D,39
20181005,Z,E,72
20181009,X,A,179
20181009,X,B,15
20181009,X,C,11
20181009,X,D,12
20181009,X,E,80
20181009,Y,A,176
20181009,Y,B,21
20181009,Y,C,10
20181009,Y,D,31
20181009,Y,E,38
20181009,Z,A,109
20181009,Z,B,15
20181009,Z,C,22
20181009,Z,D,32
20181009,Z,E,58
20181010,X,A,204
20181010,X,B,15
20181010,X,C,6
20181010,X,D,11
20181010,X,E,80
20181010,Y,A,193
20181010,Y,B,13
20181010,Y,C,17
20181010,Y,D,28
20181010,Y,E,31
20181010,Z,A,108
20181010,Z,B,12
20181010,Z,C,21
20181010,Z,D,33
20181010,Z,E,58
20181011,X,A,191
20181011,X,B,24
20181011,X,C,8
20181011,X,D,17
20181011,X,E,89
20181011,Y,A,152
20181011,Y,B,7
20181011,Y,C,10
20181011,Y,D,40
20181011,Y,E,38
20181011,Z,A,107
20181011,Z,B,9
20181011,Z,C,20
20181011,Z,D,33
20181011,Z,E,69
20181012,X,A,173
20181012,X,B,39
20181012,X,C,9
20181012,X,D,15
20181012,X,E,96
20181012,Y,A,153
20181012,Y,B,10
20181012,Y,C,14
20181012,Y,D,34
20181012,Y,E,54
20181012,Z,A,92
20181012,Z,B,14
20181012,Z,C,18
20181012,Z,D,19
20181012,Z,E,58
20181015,X,A,170
20181015,X,B,17
20181015,X,C,8
20181015,X,D,12
20181015,X,E,110
20181015,Y,A,164
20181015,Y,B,13
20181015,Y,C,11
20181015,Y,D,39
20181015,Y,E,67
20181015,Z,A,119
20181015,Z,B,9
20181015,Z,C,17
20181015,Z,D,44
20181015,Z,E,91
20181016,X,A,161
20181016,X,B,14
20181016,X,C,6
20181016,X,D,15
20181016,X,E,100
20181016,Y,A,126
20181016,Y,B,7
20181016,Y,C,8
20181016,Y,D,29
20181016,Y,E,63
20181016,Z,A,102
20181016,Z,B,9
20181016,Z,C,9
20181016,Z,D,38
20181016,Z,E,76
20181017,X,A,165
20181017,X,B,19
20181017,X,C,5
20181017,X,D,14
20181017,X,E,113
20181017,Y,A,191
20181017,Y,B,9
20181017,Y,C,10
20181017,Y,D,34
20181017,Y,E,61
20181017,Z,A,89
20181017,Z,B,11
20181017,Z,C,12
20181017,Z,D,30
20181017,Z,E,67
20181018,X,A,157
20181018,X,B,25
20181018,X,C,4
20181018,X,D,37
20181018,X,E,122
20181018,Y,A,177
20181018,Y,B,16
20181018,Y,C,8
20181018,Y,D,61
20181018,Y,E,50
20181018,Z,A,110
20181018,Z,B,19
20181018,Z,C,11
20181018,Z,D,59
20181018,Z,E,76
20181019,X,A,176
20181019,X,B,19
20181019,X,C,3
20181019,X,D,30
20181019,X,E,119
20181019,Y,A,145
20181019,Y,B,6
20181019,Y,C,7
20181019,Y,D,40
20181019,Y,E,79
20181019,Z,A,90
20181019,Z,B,12
20181019,Z,C,4
20181019,Z,D,42
20181019,Z,E,87
20181022,X,A,158
20181022,X,B,16
20181022,X,C,4
20181022,X,D,25
20181022,X,E,111
20181022,Y,A,176
20181022,Y,B,11
20181022,Y,C,5
20181022,Y,D,71
20181022,Y,E,79
20181022,Z,A,103
20181022,Z,B,14
20181022,Z,C,12
20181022,Z,D,67
20181022,Z,E,83
20181023,X,A,133
20181023,X,B,24
20181023,X,C,6
20181023,X,D,39
20181023,X,E,139
20181023,Y,A,131
20181023,Y,B,6
20181023,Y,C,6
20181023,Y,D,83
20181023,Y,E,94
20181023,Z,A,98
20181023,Z,B,13
20181023,Z,C,7
20181023,Z,D,66
20181023,Z,E,95
20181024,X,A,164
20181024,X,B,20
20181024,X,C,3
20181024,X,D,32
20181024,X,E,113
20181024,Y,A,157
20181024,Y,B,10
20181024,Y,C,8
20181024,Y,D,58
20181024,Y,E,60
20181024,Z,A,82
20181024,Z,B,15
20181024,Z,C,9
20181024,Z,D,60
20181024,Z,E,81
20181025,X,A,157
20181025,X,B,17
20181025,X,C,4
20181025,X,D,10
20181025,X,E,91
20181025,Y,A,161
20181025,Y,B,6
20181025,Y,C,7
20181025,Y,D,28
20181025,Y,E,62
20181025,Z,A,101
20181025,Z,B,29
20181025,Z,C,10
20181025,Z,D,30
20181025,Z,E,69
20181026,X,A,139
20181026,X,B,15
20181026,X,C,4
20181026,X,D,12
20181026,X,E,115
20181026,Y,A,148
20181026,Y,B,2
20181026,Y,C,10
20181026,Y,D,25
20181026,Y,E,89
20181026,Z,A,91
20181026,Z,B,7
20181026,Z,C,6
20181026,Z,D,24
20181026,Z,E,76
20181029,X,A,210
20181029,X,B,8
20181029,X,C,6
20181029,X,D,8
20181029,X,E,115
20181029,Y,A,168
20181029,Y,B,1
20181029,Y,C,7
20181029,Y,D,26
20181029,Y,E,81
20181029,Z,A,104
20181029,Z,B,7
20181029,Z,C,15
20181029,Z,D,30
20181029,Z,E,116
20181030,X,A,174
20181030,X,B,20
20181030,X,C,6
20181030,X,D,14
20181030,X,E,122
20181030,Y,A,174
20181030,Y,B,20
20181030,Y,C,8
20181030,Y,D,28
20181030,Y,E,69
20181030,Z,A,92
20181030,Z,B,11
20181030,Z,C,11
20181030,Z,D,37
20181030,Z,E,72
20181031,X,A,171
20181031,X,B,16
20181031,X,C,7
20181031,X,D,14
20181031,X,E,129
20181031,Y,A,154
20181031,Y,B,11
20181031,Y,C,11
20181031,Y,D,56
20181031,Y,E,92
20181031,Z,A,122
20181031,Z,B,12
20181031,Z,C,14
20181031,Z,D,61
20181031,Z,E,75
20181101,X,A,173
20181101,X,B,14
20181101,X,C,9
20181101,X,D,16
20181101,X,E,148
20181101,Y,A,157
20181101,Y,B,5
20181101,Y,C,10
20181101,Y,D,42
20181101,Y,E,110
20181101,Z,A,110
20181101,Z,B,3
20181101,Z,C,12
20181101,Z,D,46
20181101,Z,E,87
20181102,X,A,165
20181102,X,B,13
20181102,X,C,6
20181102,X,D,16
20181102,X,E,133
20181102,Y,A,164
20181102,Y,B,15
20181102,Y,C,12
20181102,Y,D,49
20181102,Y,E,105
20181102,Z,A,111
20181102,Z,B,13
20181102,Z,C,13
20181102,Z,D,46
20181102,Z,E,79
20181105,X,A,172
20181105,X,B,12
20181105,X,C,8
20181105,X,D,19
20181105,X,E,156
20181105,Y,A,185
20181105,Y,B,7
20181105,Y,C,6
20181105,Y,D,51
20181105,Y,E,102
20181105,Z,A,111
20181105,Z,B,5
20181105,Z,C,4
20181105,Z,D,26
20181105,Z,E,97
20181106,X,A,178
20181106,X,B,11
20181106,X,C,9
20181106,X,D,16
20181106,X,E,163
20181106,Y,A,135
20181106,Y,B,11
20181106,Y,C,10
20181106,Y,D,48
20181106,Y,E,73
20181106,Z,A,106
20181106,Z,B,24
20181106,Z,C,15
20181106,Z,D,65
20181106,Z,E,88
20181107,X,A,196
20181107,X,B,11
20181107,X,C,5
20181107,X,D,14
20181107,X,E,185
20181107,Y,A,153
20181107,Y,B,4
20181107,Y,C,6
20181107,Y,D,29
20181107,Y,E,118
20181107,Z,A,86
20181107,Z,B,7
20181107,Z,C,11
20181107,Z,D,49
20181107,Z,E,97
20181108,X,A,175
20181108,X,B,14
20181108,X,C,6
20181108,X,D,12
20181108,X,E,178
20181108,Y,A,197
20181108,Y,B,10
20181108,Y,C,7
20181108,Y,D,45
20181108,Y,E,98
20181108,Z,A,105
20181108,Z,B,9
20181108,Z,C,10
20181108,Z,D,46
20181108,Z,E,79
20181109,X,A,162
20181109,X,B,6
20181109,X,C,7
20181109,X,D,21
20181109,X,E,148
20181109,Y,A,141
20181109,Y,B,10
20181109,Y,C,11
20181109,Y,D,68
20181109,Y,E,88
20181109,Z,A,101
20181109,Z,B,15
20181109,Z,C,8
20181109,Z,D,89
20181109,Z,E,86
20181112,X,A,165
20181112,X,B,12
20181112,X,C,6
20181112,X,D,30
20181112,X,E,137
20181112,Y,A,188
20181112,Y,B,16
20181112,Y,C,7
20181112,Y,D,61
20181112,Y,E,106
20181112,Z,A,116
20181112,Z,B,14
20181112,Z,C,12
20181112,Z,D,84
